date,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,title,author,contributor,book_image,book_image_width,book_image_height,amazon_product_url,isbns,buy_links,book_uri,waargenomen,category,barnes_and_noble_price,rating,ban_link
2023-10-01,14,3,3,0,0,0374601801,9780374601805,"Farrar, Straus and Giroux",The former Harvard president and author of “This Republic of Suffering” describes the misogyny and racism that compelled her to become a historian.,NECESSARY TROUBLE,Drew Gilpin Faust,by Drew Gilpin Faust,https://storage.googleapis.com/du-prd/books/images/9780374601805.jpg,333,500,https://www.amazon.com/dp/0374601801?tag=NYTBSREV-20,"[{'isbn10': '0374601801', 'isbn13': '9780374601805'}, {'isbn10': '037460181X', 'isbn13': '9780374601812'}, {'isbn10': '1250338212', 'isbn13': '9781250338211'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0374601801?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780374601805?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780374601805'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FNECESSARY%2BTROUBLE%2FDrew%2BGilpin%2BFaust%2F9780374601805'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780374601805'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780374601805?aff=NYT'}]",nyt://book/7c170f24-bc0a-55ff-81dd-7e5e34f1ae0b,3,Hardcover Nonfiction,30.0,0.0,https://www.barnesandnoble.com/w/necessary-trouble-drew-gilpin-faust/1142038755?ean=9780374601805
2023-09-10,15,11,8,0,0,0525657320,9780525657323,Knopf,"The author of “The Stranger in the Woods” tells the story of Stéphane Breitwieser, who stole art more than 200 times for the sake of admiring it.",THE ART THIEF,Michael Finkel,by Michael Finkel,https://storage.googleapis.com/du-prd/books/images/9780525657323.jpg,348,500,https://www.amazon.com/dp/0525657320?tag=NYTBSREV-20,"[{'isbn10': '0525657320', 'isbn13': '9780525657323'}, {'isbn10': '0525657339', 'isbn13': '9780525657330'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525657320?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525657323?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525657323'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BART%2BTHIEF%2FMichael%2BFinkel%2F9780525657323'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780525657323'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780525657323?aff=NYT'}]",nyt://book/bc14d85f-46f1-5d54-b0d0-3e2f3bc14944,2,Hardcover Nonfiction,28.0,4.1,https://www.barnesandnoble.com/w/the-art-thief-michael-finkel/1142363800?ean=9780525657323
2023-09-17,13,0,6,0,0,1982173734,9781982173739,Simon & Schuster,One of the authors of “The Fourth Turning” gives reflections on the cycles of history and makes predictions of potential outcomes generated by the present era of polarization.,THE FOURTH TURNING IS HERE,Neil Howe,by Neil Howe,https://storage.googleapis.com/du-prd/books/images/9781982173739.jpg,329,500,https://www.amazon.com/dp/1982173734?tag=NYTBSREV-20,"[{'isbn10': '1982173734', 'isbn13': '9781982173739'}, {'isbn10': '1982173750', 'isbn13': '9781982173753'}, {'isbn10': '1797157817', 'isbn13': '9781797157818'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982173734?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982173739?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982173739'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BFOURTH%2BTURNING%2BIS%2BHERE%2FNeil%2BHowe%2F9781982173739'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982173739'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982173739?aff=NYT'}]",nyt://book/ea115c73-6693-569f-8243-8ba23c4a86c7,2,Hardcover Nonfiction,32.5,0.0,https://www.barnesandnoble.com/w/the-fourth-turning-is-here-neil-howe/1142483520?ean=9781982173739
2023-09-17,10,0,2,0,1,1400236258,9781400236251,HarperCollins Leadership,The Grammy-nominated recording artist shares how he overcame obstacles in his life and career.,ADVERSITY FOR SALE,"Jay ""Jeezy"" Jenkins with Benjamin Meadows-Ingram","by Jay ""Jeezy"" Jenkins with Benjamin Meadows-Ingram",https://storage.googleapis.com/du-prd/books/images/9781400236251.jpg,331,500,https://www.amazon.com/dp/1400236258?tag=NYTBSREV-20,"[{'isbn10': '1400236258', 'isbn13': '9781400236251'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1400236258?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781400236251?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781400236251'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FADVERSITY%2BFOR%2BSALE%2FJay%2B%2522Jeezy%2522%2BJenkins%2Bwith%2BBenjamin%2BMeadows-Ingram%2F9781400236251'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781400236251'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781400236251?aff=NYT'}]",nyt://book/c91a96f7-cfd6-52f0-9ed8-7b9aab50e1d2,2,Hardcover Nonfiction,29.99,0.0,https://www.barnesandnoble.com/w/adversity-for-sale-jeezy/1143652912?ean=9781400236251
2023-10-01,11,5,2,0,0,0593593952,9780593593950,Crown,A co-founder of the A.I. company DeepMind posits how new technology might affect the global order and our daily lives.,THE COMING WAVE,Mustafa Suleyman with Michael Bhaskar,by Mustafa Suleyman with Michael Bhaskar,https://storage.googleapis.com/du-prd/books/images/9780593593950.jpg,329,500,https://www.amazon.com/dp/0593593952?tag=NYTBSREV-20,"[{'isbn10': '0593593952', 'isbn13': '9780593593950'}, {'isbn10': '0593593960', 'isbn13': '9780593593967'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593593952?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593593950?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593593950'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BCOMING%2BWAVE%2FMustafa%2BSuleyman%2Bwith%2BMichael%2BBhaskar%2F9780593593950'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593593950'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593593950?aff=NYT'}]",nyt://book/1c6d953d-7d7f-5cca-b714-7f764f458be0,2,Hardcover Nonfiction,32.5,0.0,https://www.barnesandnoble.com/w/the-coming-wave-mustafa-suleyman/1143049890?ean=9780593593950
2023-10-01,12,2,2,0,0,0593472675,9780593472675,Dutton,The author of “The Baseball 100” brings to life 50 moments in baseball’s history.,WHY WE LOVE BASEBALL,Joe Posnanski,by Joe Posnanski,https://storage.googleapis.com/du-prd/books/images/9780593472675.jpg,331,500,https://www.amazon.com/dp/0593472675?tag=NYTBSREV-20,"[{'isbn10': '0593472675', 'isbn13': '9780593472675'}, {'isbn10': '0593472691', 'isbn13': '9780593472699'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593472675?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593472675?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593472675'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHY%2BWE%2BLOVE%2BBASEBALL%2FJoe%2BPosnanski%2F9780593472675'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593472675'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593472675?aff=NYT'}]",nyt://book/b4aa7d0c-a26a-549a-99e8-b859d6ac9a9a,2,Hardcover Nonfiction,29.0,5.0,https://www.barnesandnoble.com/w/why-we-love-baseball-joe-posnanski/1143081751?ean=9780593472675
2023-10-01,15,6,2,0,0,1101981148,9781101981146,Penguin Press,"A staff writer at The Atlantic portrays the first two years of the Biden presidency, with a focus on Biden’s use of deal-making and compromise.",THE LAST POLITICIAN,Franklin Foer,by Franklin Foer,https://storage.googleapis.com/du-prd/books/images/9781101981146.jpg,329,500,https://www.amazon.com/dp/1101981148?tag=NYTBSREV-20,"[{'isbn10': '1101981148', 'isbn13': '9781101981146'}, {'isbn10': '1101981164', 'isbn13': '9781101981160'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1101981148?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781101981146?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781101981146'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLAST%2BPOLITICIAN%2FFranklin%2BFoer%2F9781101981146'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781101981146'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781101981146?aff=NYT'}]",nyt://book/4191755b-286d-59ee-81f6-dcfdee1c0d4b,2,Hardcover Nonfiction,30.0,0.0,https://www.barnesandnoble.com/w/the-last-politician-franklin-foer/1143403253?ean=9781101981146
2023-09-10,14,0,1,0,0,0306831953,9780306831959,Hachette,A former law enforcement park ranger and investigator details the search for missing hikers on the Pacific Crest Trail.,TRAIL OF THE LOST,Andrea Lankford,by Andrea Lankford,https://storage.googleapis.com/du-prd/books/images/9780306831959.jpg,331,500,https://www.amazon.com/dp/0306831953?tag=NYTBSREV-20,"[{'isbn10': '0306831953', 'isbn13': '9780306831959'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0306831953?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780306831959?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780306831959'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTRAIL%2BOF%2BTHE%2BLOST%2FAndrea%2BLankford%2F9780306831959'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780306831959'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780306831959?aff=NYT'}]",nyt://book/2856fd6c-8690-5a87-a36c-f992395d43c5,1,Hardcover Nonfiction,30.0,4.3,https://www.barnesandnoble.com/w/trail-of-the-lost-andrea-lankford/1142799730?ean=9780306831959
2023-10-01,4,0,1,0,0,1426223307,9781426223303,National Geographic,"Science and pop culture intertwine in this exploration of the cosmos, which includes parallel worlds and time travel.",TO INFINITY AND BEYOND,Neil deGrasse Tyson and Lindsey Nyx Walker,by Neil deGrasse Tyson and Lindsey Nyx Walker,https://storage.googleapis.com/du-prd/books/images/9781426223303.jpg,339,500,https://www.amazon.com/dp/1426223307?tag=NYTBSREV-20,"[{'isbn10': 'None', 'isbn13': '9781250865830'}, {'isbn10': '1426223307', 'isbn13': '9781426223303'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1426223307?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781426223303?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781426223303'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTO%2BINFINITY%2BAND%2BBEYOND%2FNeil%2BdeGrasse%2BTyson%2Band%2BLindsey%2BNyx%2BWalker%2F9781426223303'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781426223303'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781426223303?aff=NYT'}]",nyt://book/52a9df18-0cf3-5da6-aae4-a86adcbfb7f0,1,Hardcover Nonfiction,30.0,5.0,https://www.barnesandnoble.com/w/to-infinity-and-beyond-neil-degrasse-tyson/1143022848?ean=9781426223303
2023-10-01,1,0,1,0,0,1982181281,9781982181284,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",ELON MUSK,Walter Isaacson,by Walter Isaacson,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,327,500,https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20,"[{'isbn10': '1982181281', 'isbn13': '9781982181284'}, {'isbn10': '1982181303', 'isbn13': '9781982181307'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982181281?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982181284?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982181284'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FELON%2BMUSK%2FWalter%2BIsaacson%2F9781982181284'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982181284'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982181284?aff=NYT'}]",nyt://book/b6504701-7632-57ba-b6fe-8af0a840ba8e,1,Hardcover Nonfiction,35.0,3.7,https://www.barnesandnoble.com/w/elon-musk-walter-isaacson/1143499671?ean=9781982181284
2023-10-01,2,0,1,0,0,1668024446,9781668024447,Gallery,A behind-the-scenes account of the reality TV series “19 Kids and Counting” and a portrayal of life inside the Duggar family.,COUNTING THE COST,Jill Duggar with Derick Dillard and Craig Borlase,by Jill Duggar with Derick Dillard and Craig Borlase,https://storage.googleapis.com/du-prd/books/images/9781668024447.jpg,326,500,https://www.amazon.com/dp/1668024446?tag=NYTBSREV-20,"[{'isbn10': '1668024446', 'isbn13': '9781668024447'}, {'isbn10': '1668024462', 'isbn13': '9781668024461'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668024446?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668024447?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668024447'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCOUNTING%2BTHE%2BCOST%2FJill%2BDuggar%2Bwith%2BDerick%2BDillard%2Band%2BCraig%2BBorlase%2F9781668024447'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781668024447'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781668024447?aff=NYT'}]",nyt://book/eeb4e109-da27-53dd-b5be-31afa61b2d7d,1,Hardcover Nonfiction,28.99,5.0,https://www.barnesandnoble.com/w/counting-the-cost-jill-duggar/1143565260?ean=9781668024447
2023-10-01,6,0,1,0,0,1250280389,9781250280381,St. Martin's,"A professor at Teachers College, Columbia University, looks at the impact of some public-school policies on Black children over the last four decades.",PUNISHED FOR DREAMING,Bettina L. Love,by Bettina L. Love,https://storage.googleapis.com/du-prd/books/images/9781250280381.jpg,324,500,https://www.amazon.com/dp/1250280389?tag=NYTBSREV-20,"[{'isbn10': '1250280389', 'isbn13': '9781250280381'}, {'isbn10': '1250280397', 'isbn13': '9781250280398'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250280389?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250280381?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250280381'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPUNISHED%2BFOR%2BDREAMING%2FBettina%2BL.%2BLove%2F9781250280381'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250280381'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250280381?aff=NYT'}]",nyt://book/81b37d78-b137-5060-84d6-bb3d2c4281fc,1,Hardcover Nonfiction,29.0,0.0,https://www.barnesandnoble.com/w/punished-for-dreaming-bettina-l-love/1142827209?ean=9781250280381
2023-10-01,5,0,1,0,0,0306828677,9780306828676,Hachette,A memoir by the lyricist best known for his collaborations with Elton John.,SCATTERSHOT,Bernie Taupin,by Bernie Taupin,https://storage.googleapis.com/du-prd/books/images/9780306828676.jpg,331,500,https://www.amazon.com/dp/0306828677?tag=NYTBSREV-20,"[{'isbn10': '0306828677', 'isbn13': '9780306828676'}, {'isbn10': '0306828693', 'isbn13': '9780306828690'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0306828677?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780306828676?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780306828676'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSCATTERSHOT%2FBernie%2BTaupin%2F9780306828676'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780306828676'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780306828676?aff=NYT'}]",nyt://book/1c1163a9-729e-52de-a889-63628beaf44f,1,Hardcover Nonfiction,32.5,4.0,https://www.barnesandnoble.com/w/scattershot-bernie-taupin/1142972249?ean=9780306828676
2023-10-01,10,0,1,0,0,0593443071,9780593443071,Crown,The authors of “How Democracies Die” examine an authoritarian backlash happening in America.,TYRANNY OF THE MINORITY,Steven Levitsky and Daniel Ziblatt,by Steven Levitsky and Daniel Ziblatt,https://storage.googleapis.com/du-prd/books/images/9780593443071.jpg,331,500,https://www.amazon.com/dp/0593443071?tag=NYTBSREV-20,"[{'isbn10': '0593443071', 'isbn13': '9780593443071'}, {'isbn10': '059344308X', 'isbn13': '9780593443088'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593443071?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593443071?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593443071'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTYRANNY%2BOF%2BTHE%2BMINORITY%2FSteven%2BLevitsky%2Band%2BDaniel%2BZiblatt%2F9780593443071'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593443071'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593443071?aff=NYT'}]",nyt://book/d2451445-abcc-5c89-84b6-8f3045f1f201,1,Hardcover Nonfiction,28.99,0.0,https://www.barnesandnoble.com/w/tyranny-of-the-minority-steven-levitsky/1143085962?ean=9780593443071
2023-10-01,8,0,1,0,0,0374610320,9780374610326,"Farrar, Straus and Giroux",The author of “On Fire” and “No Is Not Enough” explores the mirror-worlds of online paranoia and conspiracy theories in a divided culture.,DOPPELGANGER,Naomi Klein,by Naomi Klein,https://storage.googleapis.com/du-prd/books/images/9780374610326.jpg,331,500,https://www.amazon.com/dp/0374610320?tag=NYTBSREV-20,"[{'isbn10': '0374610320', 'isbn13': '9780374610326'}, {'isbn10': '0374610339', 'isbn13': '9780374610333'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0374610320?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780374610326?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780374610326'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDOPPELGANGER%2FNaomi%2BKlein%2F9780374610326'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780374610326'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780374610326?aff=NYT'}]",nyt://book/de2a8ce7-d78e-5803-ae94-3e95c1938125,1,Hardcover Nonfiction,30.0,0.0,https://www.barnesandnoble.com/w/doppelganger-naomi-klein/1143495768?ean=9780374610326
2023-09-24,13,0,1,0,0,0593446003,9780593446003,Random House,The journey of a woman who went from being the 12th child of sharecroppers in Texas to becoming the first Black president of an Ivy League university.,UP HOME,Ruth J. Simmons,by Ruth J. Simmons,https://storage.googleapis.com/du-prd/books/images/9780593446003.jpg,329,500,https://www.amazon.com/dp/0593446003?tag=NYTBSREV-20,"[{'isbn10': '0593446003', 'isbn13': '9780593446003'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593446003?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593446003?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593446003'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FUP%2BHOME%2FRuth%2BJ.%2BSimmons%2F9780593446003'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593446003'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593446003?aff=NYT'}]",nyt://book/485a41da-f061-5305-ac0a-f7ed0c41aedd,1,Hardcover Nonfiction,27.0,4.0,https://www.barnesandnoble.com/w/up-home-ruth-simmons/1141470541?ean=9780593446003
2023-09-03,4,0,2,0,0,0385548362,9780385548366,Doubleday,The ways in which quantum computing might be a benefit to society.,QUANTUM SUPREMACY,Michio Kaku,by Michio Kaku,https://storage.googleapis.com/du-prd/books/images/9780385548366.jpg,329,500,https://www.amazon.com/dp/0385548362?tag=NYTBSREV-20,"[{'isbn10': '0385548362', 'isbn13': '9780385548366'}, {'isbn10': '0385548370', 'isbn13': '9780385548373'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385548362?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385548366?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385548366'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FQUANTUM%2BSUPREMACY%2FMichio%2BKaku%2F9780385548366'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780385548366'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780385548366?aff=NYT'}]",nyt://book/e07ed481-fba9-52d0-84c8-ccee6ec46007,1,Hardcover Nonfiction,30.0,2.7,https://www.barnesandnoble.com/w/quantum-supremacy-michio-kaku/1141941766?ean=9780385548366
2023-10-01,13,0,1,0,0,1982190604,9781982190606,Atria/One Signal,"A tell-all about the beauty startup Glossier and its founder, Emily Weiss.",GLOSSY,Marisa Meltzer,by Marisa Meltzer,https://storage.googleapis.com/du-prd/books/images/9781982190606.jpg,329,500,https://www.amazon.com/dp/1982190604?tag=NYTBSREV-20,"[{'isbn10': '1982190604', 'isbn13': '9781982190606'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982190604?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982190606?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982190606'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGLOSSY%2FMarisa%2BMeltzer%2F9781982190606'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982190606'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982190606?aff=NYT'}]",nyt://book/14dfd7f0-2239-50e9-b6d6-14164db9c46c,1,Hardcover Nonfiction,28.99,0.0,https://www.barnesandnoble.com/w/glossy-marisa-meltzer/1142484004?ean=9781982190606
